filename,width,height,label,startX,startY,endX,endY
8_0_0.jpg,,,notwaldo,,,,
8_0_1.jpg,,,notwaldo,,,,
8_0_2.jpg,,,notwaldo,,,,
8_0_3.jpg,,,notwaldo,,,,
8_0_4.jpg,,,notwaldo,,,,
8_0_5.jpg,,,notwaldo,,,,
8_0_6.jpg,,,notwaldo,,,,
8_0_7.jpg,,,notwaldo,,,,
8_0_8.jpg,,,notwaldo,,,,
8_0_9.jpg,,,notwaldo,,,,
8_0_10.jpg,,,notwaldo,,,,
8_0_11.jpg,,,notwaldo,,,,
8_0_12.jpg,,,notwaldo,,,,
8_0_13.jpg,,,notwaldo,,,,
8_0_14.jpg,,,notwaldo,,,,
8_0_15.jpg,,,notwaldo,,,,
8_1_0.jpg,,,notwaldo,,,,
8_1_1.jpg,,,notwaldo,,,,
8_1_2.jpg,,,notwaldo,,,,
8_1_3.jpg,,,notwaldo,,,,
8_1_4.jpg,,,notwaldo,,,,
8_1_5.jpg,,,notwaldo,,,,
8_1_6.jpg,,,notwaldo,,,,
8_1_7.jpg,,,notwaldo,,,,
8_1_8.jpg,,,notwaldo,,,,
8_1_9.jpg,,,notwaldo,,,,
8_1_10.jpg,,,notwaldo,,,,
8_1_11.jpg,,,notwaldo,,,,
8_1_12.jpg,,,notwaldo,,,,
8_1_13.jpg,,,notwaldo,,,,
8_1_14.jpg,,,notwaldo,,,,
8_1_15.jpg,,,notwaldo,,,,
8_2_0.jpg,,,notwaldo,,,,
8_2_1.jpg,,,notwaldo,,,,
8_2_2.jpg,,,notwaldo,,,,
8_2_3.jpg,,,notwaldo,,,,
8_2_4.jpg,,,notwaldo,,,,
8_2_5.jpg,,,notwaldo,,,,
8_2_6.jpg,,,notwaldo,,,,
8_2_7.jpg,,,notwaldo,,,,
8_2_8.jpg,,,notwaldo,,,,
8_2_9.jpg,,,notwaldo,,,,
8_2_10.jpg,,,notwaldo,,,,
8_2_11.jpg,,,notwaldo,,,,
8_2_12.jpg,,,notwaldo,,,,
8_2_13.jpg,,,notwaldo,,,,
8_2_14.jpg,,,notwaldo,,,,
8_2_15.jpg,,,notwaldo,,,,
8_3_0.jpg,,,notwaldo,,,,
8_3_1.jpg,,,notwaldo,,,,
8_3_2.jpg,,,notwaldo,,,,
8_3_3.jpg,,,notwaldo,,,,
8_3_4.jpg,,,notwaldo,,,,
8_3_5.jpg,,,notwaldo,,,,
8_3_6.jpg,,,notwaldo,,,,
8_3_7.jpg,,,notwaldo,,,,
8_3_8.jpg,,,notwaldo,,,,
8_3_9.jpg,,,notwaldo,,,,
8_3_10.jpg,,,notwaldo,,,,
8_3_11.jpg,,,notwaldo,,,,
8_3_12.jpg,,,notwaldo,,,,
8_3_13.jpg,,,notwaldo,,,,
8_3_14.jpg,,,notwaldo,,,,
8_3_15.jpg,,,notwaldo,,,,
8_4_0.jpg,,,notwaldo,,,,
8_4_1.jpg,,,notwaldo,,,,
8_4_2.jpg,,,notwaldo,,,,
8_4_3.jpg,,,notwaldo,,,,
8_4_4.jpg,,,notwaldo,,,,
8_4_5.jpg,,,notwaldo,,,,
8_4_6.jpg,,,notwaldo,,,,
8_4_7.jpg,,,notwaldo,,,,
8_4_8.jpg,,,notwaldo,,,,
8_4_9.jpg,,,notwaldo,,,,
8_4_10.jpg,,,notwaldo,,,,
