filename,width,height,label,startX,startY,endX,endY
8_0_0.jpg,,,notwaldo,,,,
8_0_1.jpg,,,notwaldo,,,,
8_0_2.jpg,,,notwaldo,,,,
8_0_3.jpg,,,notwaldo,,,,
8_1_0.jpg,14.545454545454504,18.03636363636363,waldo,119.85454545454547,169.3090909090909,134.39999999999998,187.34545454545454
8_1_1.jpg,,,notwaldo,,,,
8_1_2.jpg,,,notwaldo,,,,
8_1_3.jpg,,,notwaldo,,,,
8_2_0.jpg,,,notwaldo,,,,
8_2_1.jpg,,,notwaldo,,,,
8_2_2.jpg,,,notwaldo,,,,
8_2_3.jpg,,,notwaldo,,,,
8_3_0.jpg,,,notwaldo,,,,
8_3_1.jpg,,,notwaldo,,,,
8_3_2.jpg,,,notwaldo,,,,
8_3_3.jpg,,,notwaldo,,,,
9_0_0.jpg,,,notwaldo,,,,
9_0_1.jpg,,,notwaldo,,,,
9_0_2.jpg,,,notwaldo,,,,
9_0_3.jpg,32.30283911671927,36.60988433228181,waldo,61.913774973711895,23.41955835962142,94.21661409043116,60.02944269190323
9_1_0.jpg,,,notwaldo,,,,
9_1_1.jpg,,,notwaldo,,,,
9_1_2.jpg,,,notwaldo,,,,
9_1_3.jpg,,,notwaldo,,,,
9_2_0.jpg,,,notwaldo,,,,
9_2_1.jpg,,,notwaldo,,,,
9_2_2.jpg,,,notwaldo,,,,
9_2_3.jpg,,,notwaldo,,,,
9_3_0.jpg,,,notwaldo,,,,
9_3_1.jpg,,,notwaldo,,,,
9_3_2.jpg,,,notwaldo,,,,
9_3_3.jpg,,,notwaldo,,,,
14_0_0.jpg,,,notwaldo,,,,
14_0_1.jpg,,,notwaldo,,,,
14_0_2.jpg,,,notwaldo,,,,
14_0_3.jpg,24.094117647058823,24.696470588235343,waldo,118.66352941176476,170.4658823529411,142.75764705882358,195.16235294117644
14_1_0.jpg,,,notwaldo,,,,
14_1_1.jpg,,,notwaldo,,,,
14_1_2.jpg,,,notwaldo,,,,
14_1_3.jpg,,,notwaldo,,,,
14_2_0.jpg,,,notwaldo,,,,
14_2_1.jpg,,,notwaldo,,,,
14_2_2.jpg,,,notwaldo,,,,
14_2_3.jpg,,,notwaldo,,,,
14_3_0.jpg,,,notwaldo,,,,
14_3_1.jpg,,,notwaldo,,,,
14_3_2.jpg,,,notwaldo,,,,
14_3_3.jpg,,,notwaldo,,,,
15_0_0.jpg,,,notwaldo,,,,
15_0_1.jpg,14.250497017892599,17.304174950298204,waldo,5.684341886080802e-14,179.65805168986083,14.250497017892656,196.96222664015903
15_0_2.jpg,,,notwaldo,,,,
15_0_3.jpg,,,notwaldo,,,,
15_1_0.jpg,,,notwaldo,,,,
15_1_1.jpg,,,notwaldo,,,,
15_1_2.jpg,,,notwaldo,,,,
15_1_3.jpg,,,notwaldo,,,,
15_2_0.jpg,,,notwaldo,,,,
15_2_1.jpg,,,notwaldo,,,,
15_2_2.jpg,,,notwaldo,,,,
15_2_3.jpg,,,notwaldo,,,,
15_3_0.jpg,,,notwaldo,,,,
15_3_1.jpg,,,notwaldo,,,,
15_3_2.jpg,,,notwaldo,,,,
15_3_3.jpg,,,notwaldo,,,,
17_0_0.jpg,,,notwaldo,,,,
17_0_1.jpg,,,notwaldo,,,,
17_0_2.jpg,,,notwaldo,,,,
17_0_3.jpg,,,notwaldo,,,,
